OrderID,CustomerID,Amount,Status
ORD-1083,CUST-891,1008.31,Error_404
ORD-1084,CUST-892,2774.49,Cancelled
ORD-1085,CUST-520,1404.54,Completed
ORD-1086,CUST-672,3060.44,Error_404
ORD-1087,CUST-718,1643.09,Cancelled
ORD-1088,CUST-867,768.3,Cancelled
ORD-1089,CUST-521,3762.04,Cancelled
ORD-1090,CUST-678,4304.88,Cancelled
ORD-1091,CUST-609,3688.38,Error_404
ORD-1092,CUST-830,1774.22,Cancelled
ORD-1093,CUST-955,3810.9,Error_404
ORD-1094,CUST-763,334.02,Pending
ORD-1095,CUST-632,3835.38,Completed
ORD-1096,CUST-990,2378.11,Cancelled
ORD-1097,CUST-842,2582.46,Completed
ORD-1098,CUST-647,2891.1,Error_404
ORD-1099,CUST-952,2115.95,Pending
ORD-1100,CUST-848,3186.73,Pending
ORD-1101,CUST-792,159.59,Pending
ORD-1102,CUST-727,2205.38,Pending
ORD-1103,CUST-536,1789.11,Pending
ORD-1104,CUST-584,4482.14,Error_404
ORD-1105,CUST-712,3735.42,Error_404
ORD-1106,CUST-834,2014.08,Completed
ORD-1107,CUST-620,4731.95,Pending
ORD-1108,CUST-641,880.94,Cancelled
ORD-1109,CUST-752,1854.02,Pending
ORD-1110,CUST-756,2079.0,Error_404
ORD-1111,CUST-943,4965.36,Cancelled
ORD-1112,CUST-916,1752.97,Cancelled
ORD-1113,CUST-696,4170.73,Pending
ORD-1114,CUST-967,1202.12,Pending
ORD-1115,CUST-512,4752.73,Error_404
ORD-1116,CUST-888,4036.95,Error_404
ORD-1117,CUST-941,1693.76,Cancelled
ORD-1118,CUST-539,1861.16,Pending
ORD-1119,CUST-946,1137.33,Pending
ORD-1120,CUST-961,2371.65,Error_404
ORD-1121,CUST-787,4020.38,Completed
ORD-1122,CUST-850,4720.66,Pending
ORD-1123,CUST-956,4525.48,Completed
ORD-1124,CUST-845,4025.92,Cancelled
ORD-1125,CUST-952,4023.68,Pending
ORD-1126,CUST-628,1691.54,Pending
ORD-1127,CUST-595,3531.94,Completed
ORD-1128,CUST-841,4508.0,Pending
ORD-1129,CUST-865,2601.57,Completed
ORD-1130,CUST-817,860.04,Error_404
ORD-1131,CUST-580,1573.28,Pending
ORD-1132,CUST-847,3015.24,Completed
ORD-1133,CUST-541,4832.65,Error_404
ORD-1134,CUST-765,2314.11,Error_404
ORD-1135,CUST-694,1185.32,Completed
ORD-1136,CUST-713,1525.54,Cancelled
ORD-1137,CUST-772,3413.87,Error_404
ORD-1138,CUST-868,3001.14,Error_404
ORD-1139,CUST-945,3684.79,Pending
ORD-1140,CUST-738,3527.82,Pending
ORD-1141,CUST-824,4208.21,Pending
ORD-1142,CUST-610,265.05,Completed
ORD-1143,CUST-566,3461.29,Completed
ORD-1144,CUST-814,94.82,Pending
ORD-1145,CUST-895,2500.34,Cancelled
ORD-1146,CUST-699,1265.16,Error_404
ORD-1147,CUST-589,220.86,Completed
ORD-1148,CUST-964,4149.13,Completed
ORD-1149,CUST-827,645.33,Error_404
ORD-1150,CUST-803,201.57,Error_404
ORD-1151,CUST-978,2021.28,Pending
ORD-1152,CUST-774,3274.97,Pending
ORD-1153,CUST-739,4603.7,Pending
ORD-1154,CUST-575,1803.98,Completed
ORD-1155,CUST-568,1669.72,Cancelled
ORD-1156,CUST-970,186.75,Pending
ORD-1157,CUST-555,198.6,Cancelled
ORD-1158,CUST-770,2090.41,Completed
ORD-1159,CUST-549,1895.47,Completed
ORD-1160,CUST-943,146.48,Pending
ORD-1161,CUST-608,2477.58,Completed
ORD-1162,CUST-984,3878.81,Cancelled
ORD-1163,CUST-908,4880.84,Error_404
ORD-1164,CUST-681,585.47,Error_404
ORD-1165,CUST-872,3459.49,Pending
ORD-1166,CUST-850,3207.24,Cancelled
ORD-1167,CUST-881,3813.71,Completed
ORD-1168,CUST-877,4761.45,Cancelled
ORD-1169,CUST-549,1407.06,Pending
ORD-1170,CUST-527,4600.27,Cancelled
ORD-1171,CUST-850,4873.74,Cancelled
ORD-1172,CUST-858,1188.64,Error_404
ORD-1173,CUST-606,4446.91,Error_404
ORD-1174,CUST-655,3358.29,Cancelled
ORD-1175,CUST-540,4475.13,Error_404
ORD-1176,CUST-656,718.41,Pending
ORD-1177,CUST-537,4208.1,Cancelled
ORD-1178,CUST-685,4431.53,Completed
ORD-1179,CUST-611,3680.54,Error_404
ORD-1180,CUST-524,4149.08,Error_404
ORD-1181,CUST-667,1778.06,Cancelled
ORD-1182,CUST-599,1394.95,Pending
ORD-1183,CUST-681,1709.5,Cancelled
ORD-1184,CUST-638,2556.05,Error_404
ORD-1185,CUST-733,3807.82,Cancelled
ORD-1186,CUST-555,3193.25,Completed
ORD-1187,CUST-973,2810.16,Pending
ORD-1188,CUST-906,4250.45,Error_404
ORD-1189,CUST-793,2369.02,Error_404
ORD-1190,CUST-778,151.09,Pending
ORD-1191,CUST-682,3275.15,Pending
ORD-1192,CUST-916,4183.15,Completed
ORD-1193,CUST-948,4414.07,Pending
ORD-1194,CUST-811,3258.65,Cancelled
ORD-1195,CUST-859,1415.74,Pending
ORD-1196,CUST-703,4579.57,Completed
ORD-1197,CUST-549,1979.25,Pending
ORD-1198,CUST-850,3197.15,Completed
ORD-1199,CUST-598,3086.99,Cancelled
ORD-1200,CUST-861,2418.66,Pending
ORD-1201,CUST-694,3520.02,Error_404
ORD-1202,CUST-952,4946.61,Cancelled
ORD-1203,CUST-755,2980.64,Completed
ORD-1204,CUST-798,1889.75,Error_404
ORD-1205,CUST-823,4532.82,Error_404
ORD-1206,CUST-862,2161.04,Pending
ORD-1207,CUST-675,3471.59,Cancelled
ORD-1208,CUST-706,1961.68,Error_404
ORD-1209,CUST-872,3063.3,Cancelled
ORD-1210,CUST-592,669.12,Pending
ORD-1211,CUST-636,3538.33,Error_404
ORD-1212,CUST-643,2429.61,Error_404
ORD-1213,CUST-558,591.15,Cancelled
ORD-1214,CUST-609,2312.87,Cancelled
ORD-1215,CUST-992,4779.24,Completed
ORD-1216,CUST-547,4468.89,Cancelled
ORD-1217,CUST-935,3388.42,Error_404
ORD-1218,CUST-893,521.29,Cancelled
ORD-1219,CUST-641,3000.61,Error_404
ORD-1220,CUST-703,4029.49,Error_404
ORD-1221,CUST-659,1766.48,Completed
ORD-1222,CUST-606,3196.63,Pending
ORD-1223,CUST-652,4813.41,Pending
ORD-1224,CUST-800,3736.2,Pending
ORD-1225,CUST-759,2386.25,Cancelled
ORD-1226,CUST-507,2605.46,Cancelled
ORD-1227,CUST-836,1737.57,Pending
ORD-1228,CUST-961,1684.59,Error_404
ORD-1229,CUST-807,3907.36,Pending
ORD-1230,CUST-652,1389.73,Pending
ORD-1231,CUST-671,2968.36,Error_404
ORD-1232,CUST-822,3822.02,Error_404
ORD-1233,CUST-737,122.17,Pending
ORD-1234,CUST-993,1986.69,Completed
ORD-1235,CUST-770,379.19,Completed
ORD-1236,CUST-797,2162.95,Completed
ORD-1237,CUST-555,3510.41,Completed
ORD-1238,CUST-851,723.45,Error_404
ORD-1239,CUST-872,1201.21,Completed
ORD-1240,CUST-827,3307.2,Completed
ORD-1241,CUST-864,4292.76,Pending
ORD-1242,CUST-700,2285.62,Pending
ORD-1243,CUST-698,1738.16,Completed
ORD-1244,CUST-987,659.3,Error_404
ORD-1245,CUST-758,3839.3,Completed
ORD-1246,CUST-798,184.2,Error_404
ORD-1247,CUST-780,4998.57,Cancelled
ORD-1248,CUST-569,4093.58,Cancelled
ORD-1249,CUST-815,2678.64,Completed
ORD-1250,CUST-854,1797.32,Error_404
ORD-1251,CUST-709,4011.16,Cancelled
ORD-1252,CUST-559,2058.26,Cancelled
ORD-1253,CUST-678,4796.86,Completed
ORD-1254,CUST-740,4096.52,Cancelled
ORD-1255,CUST-878,2749.7,Error_404
ORD-1256,CUST-583,1357.8,Cancelled
ORD-1257,CUST-980,2026.2,Error_404
ORD-1258,CUST-856,3287.61,Pending
ORD-1259,CUST-548,1487.12,Cancelled
ORD-1260,CUST-788,3934.68,Pending
ORD-1261,CUST-959,1930.55,Error_404
ORD-1262,CUST-974,4826.5,Error_404
ORD-1263,CUST-986,2611.74,Cancelled
ORD-1264,CUST-904,2452.57,Error_404
ORD-1265,CUST-899,2274.85,Completed
ORD-1266,CUST-784,2105.95,Pending
ORD-1267,CUST-670,4815.27,Cancelled
ORD-1268,CUST-705,1509.18,Pending
ORD-1269,CUST-919,3759.8,Cancelled
ORD-1270,CUST-673,4580.06,Pending
ORD-1271,CUST-910,1877.41,Cancelled
ORD-1272,CUST-873,2463.03,Completed
ORD-1273,CUST-805,1136.85,Cancelled
ORD-1274,CUST-977,994.2,Cancelled
ORD-1275,CUST-513,3064.14,Error_404
ORD-1276,CUST-834,3775.64,Pending
ORD-1277,CUST-909,4767.29,Error_404
ORD-1278,CUST-709,975.22,Cancelled
ORD-1279,CUST-906,412.52,Cancelled
ORD-1280,CUST-911,3297.18,Error_404
ORD-1281,CUST-870,1896.58,Error_404
ORD-1282,CUST-878,888.82,Error_404
ORD-1283,CUST-967,3806.54,Completed
ORD-1284,CUST-865,1933.91,Error_404
ORD-1285,CUST-534,4723.27,Pending
ORD-1286,CUST-725,2194.32,Completed
ORD-1287,CUST-525,2436.47,Cancelled
ORD-1288,CUST-741,1087.76,Completed
ORD-1289,CUST-625,2097.19,Pending
ORD-1290,CUST-837,2248.82,Completed
ORD-1291,CUST-574,2661.91,Pending
ORD-1292,CUST-797,2150.65,Completed
ORD-1293,CUST-998,953.21,Cancelled
ORD-1294,CUST-632,1713.04,Pending
ORD-1295,CUST-690,3738.28,Completed
ORD-1296,CUST-668,4126.72,Error_404
ORD-1297,CUST-655,4903.58,Pending
ORD-1298,CUST-523,3981.5,Pending
ORD-1299,CUST-740,3665.04,Completed
ORD-1300,CUST-966,4546.5,Completed
ORD-1301,CUST-937,1967.74,Completed
ORD-1302,CUST-686,4892.34,Completed
ORD-1303,CUST-850,2188.76,Cancelled
ORD-1304,CUST-933,4262.92,Cancelled
ORD-1305,CUST-981,3977.35,Error_404
ORD-1306,CUST-771,4852.38,Cancelled
ORD-1307,CUST-728,3949.58,Error_404
ORD-1308,CUST-963,2926.98,Cancelled
ORD-1309,CUST-597,3416.53,Error_404
ORD-1310,CUST-570,1425.66,Error_404
ORD-1311,CUST-502,4374.44,Error_404
ORD-1312,CUST-879,4336.69,Pending
ORD-1313,CUST-968,1686.24,Pending
ORD-1314,CUST-642,519.65,Error_404
ORD-1315,CUST-954,2183.54,Pending
ORD-1316,CUST-844,1749.46,Completed
ORD-1317,CUST-545,261.02,Error_404
ORD-1318,CUST-527,3969.26,Pending
ORD-1319,CUST-872,278.7,Pending
ORD-1320,CUST-502,2141.0,Cancelled
ORD-1321,CUST-905,566.23,Pending
ORD-1322,CUST-777,2613.92,Completed
ORD-1323,CUST-698,2031.64,Completed
ORD-1324,CUST-701,2333.68,Pending
ORD-1325,CUST-610,4366.58,Completed
ORD-1326,CUST-543,1269.46,Error_404
ORD-1327,CUST-960,4296.76,Pending
ORD-1328,CUST-747,4441.42,Cancelled
ORD-1329,CUST-739,499.41,Error_404
ORD-1330,CUST-990,818.68,Pending
ORD-1331,CUST-769,137.21,Error_404
ORD-1332,CUST-771,335.89,Pending
ORD-1333,CUST-567,4060.43,Error_404
ORD-1334,CUST-507,2563.84,Error_404
ORD-1335,CUST-789,579.13,Error_404
ORD-1336,CUST-795,669.94,Completed
ORD-1337,CUST-557,3778.66,Completed
ORD-1338,CUST-793,1695.41,Cancelled
ORD-1339,CUST-782,502.65,Pending
ORD-1340,CUST-879,4734.38,Pending
ORD-1341,CUST-860,2491.05,Pending
ORD-1342,CUST-938,1639.85,Error_404
ORD-1343,CUST-661,41.34,Pending
ORD-1344,CUST-788,1390.13,Error_404
ORD-1345,CUST-598,4221.67,Completed
ORD-1346,CUST-805,352.14,Cancelled
ORD-1347,CUST-850,1787.86,Cancelled
ORD-1348,CUST-560,3260.06,Cancelled
ORD-1349,CUST-508,512.34,Pending
ORD-1350,CUST-793,4704.86,Cancelled
ORD-1351,CUST-665,310.62,Completed
ORD-1352,CUST-668,495.06,Pending
ORD-1353,CUST-679,3130.26,Completed
ORD-1354,CUST-685,917.75,Completed
ORD-1355,CUST-730,690.11,Cancelled
ORD-1356,CUST-580,1769.59,Error_404
ORD-1357,CUST-914,2170.45,Completed
ORD-1358,CUST-593,1438.82,Cancelled
ORD-1359,CUST-760,1950.94,Pending
ORD-1360,CUST-973,4705.73,Cancelled
ORD-1361,CUST-631,219.4,Error_404
ORD-1362,CUST-950,4144.22,Pending
ORD-1363,CUST-908,2644.25,Cancelled
ORD-1364,CUST-646,264.91,Completed
ORD-1365,CUST-881,4497.19,Cancelled
ORD-1366,CUST-594,4002.89,Pending
ORD-1367,CUST-983,4661.52,Cancelled
ORD-1368,CUST-751,1562.6,Completed
ORD-1369,CUST-909,4489.22,Completed
ORD-1370,CUST-564,2704.45,Cancelled
ORD-1371,CUST-685,688.63,Error_404
ORD-1372,CUST-683,4539.01,Error_404
ORD-1373,CUST-582,3568.21,Completed
ORD-1374,CUST-885,2802.01,Error_404
ORD-1375,CUST-597,4619.57,Pending
ORD-1376,CUST-790,4393.19,Cancelled
ORD-1377,CUST-873,4886.68,Pending
ORD-1378,CUST-606,3882.07,Pending
ORD-1379,CUST-934,2119.76,Cancelled
ORD-1380,CUST-886,171.25,Pending
ORD-1381,CUST-839,826.9,Error_404
ORD-1382,CUST-968,2486.09,Error_404
ORD-1383,CUST-996,1922.24,Completed
ORD-1384,CUST-788,4652.82,Pending
ORD-1385,CUST-631,3106.63,Cancelled
ORD-1386,CUST-928,978.53,Cancelled
ORD-1387,CUST-509,970.65,Pending
ORD-1388,CUST-677,3187.42,Error_404
ORD-1389,CUST-724,81.47,Cancelled
ORD-1390,CUST-505,1096.38,Completed
ORD-1391,CUST-668,1216.68,Pending
ORD-1392,CUST-789,3613.63,Pending
ORD-1393,CUST-892,1107.72,Cancelled
ORD-1394,CUST-821,951.5,Cancelled
ORD-1395,CUST-885,4501.84,Cancelled
ORD-1396,CUST-587,2467.86,Error_404
ORD-1397,CUST-818,3708.99,Pending
ORD-1398,CUST-891,2503.17,Completed
ORD-1399,CUST-979,3043.52,Cancelled
ORD-1400,CUST-560,340.33,Cancelled
ORD-1401,CUST-870,2326.93,Cancelled
ORD-1402,CUST-706,3427.6,Cancelled
ORD-1403,CUST-542,2650.82,Error_404
ORD-1404,CUST-651,2413.97,Cancelled
ORD-1405,CUST-641,82.95,Error_404
ORD-1406,CUST-935,1058.86,Completed
ORD-1407,CUST-895,3033.99,Cancelled
ORD-1408,CUST-691,3003.94,Completed
ORD-1409,CUST-888,2790.83,Completed
ORD-1410,CUST-530,457.79,Cancelled
ORD-1411,CUST-555,1089.1,Completed
ORD-1412,CUST-674,328.67,Error_404
ORD-1413,CUST-858,2038.93,Completed
ORD-1414,CUST-668,2023.82,Pending
ORD-1415,CUST-573,3753.49,Cancelled
ORD-1416,CUST-932,4159.52,Error_404
ORD-1417,CUST-824,2881.47,Cancelled
ORD-1418,CUST-560,3971.46,Pending
ORD-1419,CUST-923,4195.3,Error_404
ORD-1420,CUST-863,3299.74,Completed
ORD-1421,CUST-816,4919.49,Pending
ORD-1422,CUST-506,1915.37,Completed
ORD-1423,CUST-838,2890.02,Pending
ORD-1424,CUST-764,1991.17,Pending
ORD-1425,CUST-777,860.07,Cancelled
ORD-1426,CUST-901,2068.76,Completed
ORD-1427,CUST-676,931.52,Cancelled
ORD-1428,CUST-966,4204.04,Pending
ORD-1429,CUST-938,1713.09,Error_404
ORD-1430,CUST-626,4874.77,Error_404
ORD-1431,CUST-569,4873.87,Completed
ORD-1432,CUST-659,2038.48,Cancelled
ORD-1433,CUST-771,788.93,Error_404
ORD-1434,CUST-513,1396.15,Error_404
ORD-1435,CUST-964,1619.28,Pending
ORD-1436,CUST-561,4432.71,Completed
ORD-1437,CUST-926,2145.27,Pending
ORD-1438,CUST-969,2240.91,Pending
ORD-1439,CUST-517,2744.99,Pending
ORD-1440,CUST-686,2866.1,Completed
ORD-1441,CUST-640,297.85,Completed
ORD-1442,CUST-720,1002.56,Error_404
ORD-1443,CUST-643,2161.01,Cancelled
ORD-1444,CUST-702,2767.11,Cancelled
ORD-1445,CUST-513,2883.7,Cancelled
ORD-1446,CUST-683,3072.56,Cancelled
ORD-1447,CUST-723,2580.33,Cancelled
ORD-1448,CUST-887,3279.79,Error_404
ORD-1449,CUST-606,414.38,Error_404
ORD-1450,CUST-589,773.03,Cancelled
ORD-1451,CUST-733,4963.97,Cancelled
ORD-1452,CUST-530,2248.4,Pending
ORD-1453,CUST-773,4211.26,Error_404
ORD-1454,CUST-537,3354.58,Cancelled
ORD-1455,CUST-500,279.97,Cancelled
ORD-1456,CUST-686,2888.97,Cancelled
ORD-1457,CUST-771,3120.93,Error_404
ORD-1458,CUST-841,4319.77,Pending
ORD-1459,CUST-851,2076.54,Error_404
ORD-1460,CUST-816,2655.67,Error_404
ORD-1461,CUST-779,4550.06,Cancelled
ORD-1462,CUST-591,4632.51,Completed
ORD-1463,CUST-770,1945.13,Pending
ORD-1464,CUST-645,2477.12,Completed
ORD-1465,CUST-572,834.42,Pending
ORD-1466,CUST-874,4646.87,Error_404
ORD-1467,CUST-804,1934.95,Cancelled
ORD-1468,CUST-624,2918.35,Cancelled
ORD-1469,CUST-851,2118.9,Completed
ORD-1470,CUST-534,3326.9,Cancelled
ORD-1471,CUST-787,644.11,Error_404
ORD-1472,CUST-615,468.98,Pending
ORD-1473,CUST-518,414.43,Cancelled
ORD-1474,CUST-546,3883.51,Error_404
ORD-1475,CUST-795,394.36,Pending
ORD-1476,CUST-649,3100.5,Completed
ORD-1477,CUST-760,2974.73,Cancelled
ORD-1478,CUST-938,4826.67,Cancelled
ORD-1479,CUST-916,3946.86,Completed
ORD-1480,CUST-642,3946.22,Error_404
ORD-1481,CUST-999,2322.52,Error_404
ORD-1482,CUST-549,1238.84,Completed
ORD-1483,CUST-725,4595.81,Cancelled
ORD-1484,CUST-716,2938.9,Completed
ORD-1485,CUST-966,3419.69,Error_404
ORD-1486,CUST-500,1526.48,Error_404
ORD-1487,CUST-688,4738.08,Pending
ORD-1488,CUST-593,1136.09,Error_404
ORD-1489,CUST-557,3536.05,Pending
ORD-1490,CUST-917,1646.62,Cancelled
ORD-1491,CUST-985,3422.11,Cancelled
ORD-1492,CUST-810,1866.16,Pending
ORD-1493,CUST-527,4941.04,Cancelled
ORD-1494,CUST-609,2169.73,Error_404
ORD-1495,CUST-652,738.12,Pending
ORD-1496,CUST-866,2360.56,Error_404
ORD-1497,CUST-706,2109.54,Pending
ORD-1498,CUST-772,1267.06,Pending
ORD-1499,CUST-776,2218.61,Cancelled
ORD-1500,CUST-513,CORRUPTED_DATA,Cancelled
ORD-1501,CUST-896,709.95,Completed
ORD-1502,CUST-611,2436.06,Cancelled
ORD-1503,CUST-721,3979.82,Pending
ORD-1504,CUST-950,190.94,Cancelled
ORD-1505,CUST-523,675.74,Pending
ORD-1506,CUST-530,1312.3,Cancelled
ORD-1507,CUST-851,2495.2,Pending
ORD-1508,CUST-539,2809.85,Cancelled
ORD-1509,CUST-707,3021.28,Completed
ORD-1510,CUST-543,4998.9,Completed
ORD-1511,CUST-999,2210.69,Error_404
ORD-1512,CUST-521,814.12,Pending
ORD-1513,CUST-571,241.08,Error_404
ORD-1514,CUST-665,1438.23,Error_404
ORD-1515,CUST-702,4073.6,Completed
ORD-1516,CUST-587,887.0,Error_404
ORD-1517,CUST-847,2246.57,Pending
ORD-1518,CUST-983,1764.35,Cancelled
ORD-1519,CUST-885,3634.41,Completed
ORD-1520,CUST-503,1766.12,Completed
ORD-1521,CUST-756,3260.34,Cancelled
ORD-1522,CUST-889,4519.9,Completed
ORD-1523,CUST-538,1584.96,Pending
ORD-1524,CUST-578,1150.32,Completed
ORD-1525,CUST-759,490.15,Pending
ORD-1526,CUST-778,4824.0,Cancelled
ORD-1527,CUST-674,631.2,Pending
ORD-1528,CUST-746,1742.43,Cancelled
ORD-1529,CUST-722,507.72,Pending
ORD-1530,CUST-991,1889.79,Pending
ORD-1531,CUST-761,1772.48,Pending
ORD-1532,CUST-661,3860.57,Cancelled
ORD-1533,CUST-895,3071.18,Error_404
ORD-1534,CUST-626,3771.04,Completed
ORD-1535,CUST-646,3229.67,Cancelled
ORD-1536,CUST-795,3149.05,Pending
ORD-1537,CUST-740,434.41,Completed
ORD-1538,CUST-958,4005.26,Pending
ORD-1539,CUST-653,876.7,Cancelled
ORD-1540,CUST-524,1174.13,Error_404
ORD-1541,CUST-749,4738.5,Pending
ORD-1542,CUST-959,2296.61,Cancelled
ORD-1543,CUST-948,3311.34,Completed
ORD-1544,CUST-872,4637.78,Cancelled
ORD-1545,CUST-985,358.42,Error_404
ORD-1546,CUST-580,3465.68,Error_404
ORD-1547,CUST-733,472.5,Cancelled
ORD-1548,CUST-673,956.97,Pending
ORD-1549,CUST-858,2614.8,Cancelled
ORD-1550,CUST-899,1766.63,Error_404
ORD-1551,CUST-596,815.01,Error_404
ORD-1552,CUST-953,1450.49,Error_404
ORD-1553,CUST-515,3617.0,Pending
ORD-1554,CUST-785,687.96,Completed
ORD-1555,CUST-921,1930.34,Cancelled
ORD-1556,CUST-593,3318.41,Cancelled
ORD-1557,CUST-854,1417.55,Cancelled
ORD-1558,CUST-928,687.26,Cancelled
ORD-1559,CUST-892,1432.87,Completed
ORD-1560,CUST-578,1666.23,Error_404
ORD-1561,CUST-747,202.08,Cancelled
ORD-1562,CUST-985,2429.67,Error_404
ORD-1563,CUST-696,29.15,Cancelled
ORD-1564,CUST-705,343.17,Cancelled
ORD-1565,CUST-736,1974.08,Completed
ORD-1566,CUST-767,229.05,Cancelled
ORD-1567,CUST-997,753.07,Completed
ORD-1568,CUST-539,983.36,Completed
ORD-1569,CUST-927,4920.45,Cancelled
ORD-1570,CUST-639,1425.98,Error_404
ORD-1571,CUST-693,226.47,Pending
ORD-1572,CUST-746,4137.21,Pending
ORD-1573,CUST-682,1231.89,Error_404
ORD-1574,CUST-860,519.67,Pending
ORD-1575,CUST-544,4994.29,Pending
ORD-1576,CUST-979,3457.82,Cancelled
ORD-1577,CUST-948,703.75,Cancelled
ORD-1578,CUST-906,2133.51,Completed
ORD-1579,CUST-694,3984.24,Cancelled
ORD-1580,CUST-625,3176.31,Error_404
ORD-1581,CUST-968,2060.27,Cancelled
ORD-1582,CUST-839,1307.45,Pending
ORD-1583,CUST-973,1158.05,Error_404
ORD-1584,CUST-957,4687.9,Completed
ORD-1585,CUST-614,703.34,Error_404
ORD-1586,CUST-851,3277.76,Completed
ORD-1587,CUST-538,4970.56,Error_404
ORD-1588,CUST-886,2733.76,Pending
ORD-1589,CUST-913,4944.25,Cancelled
ORD-1590,CUST-714,1939.55,Completed
ORD-1591,CUST-966,4524.3,Completed
ORD-1592,CUST-976,2511.26,Completed
ORD-1593,CUST-783,236.33,Cancelled
ORD-1594,CUST-968,1680.51,Completed
ORD-1595,CUST-683,1897.75,Error_404
ORD-1596,CUST-803,836.9,Error_404
ORD-1597,CUST-560,3591.85,Error_404
ORD-1598,CUST-604,363.52,Error_404
ORD-1599,CUST-964,3323.0,Error_404
ORD-1600,CUST-762,1378.86,Error_404
ORD-1601,CUST-817,2022.21,Pending
ORD-1602,CUST-836,4808.56,Error_404
ORD-1603,CUST-904,3298.13,Error_404
ORD-1604,CUST-573,3555.64,Cancelled
ORD-1605,CUST-998,3066.97,Completed
ORD-1606,CUST-818,146.51,Cancelled
ORD-1607,CUST-685,4347.07,Error_404
ORD-1608,CUST-604,4312.67,Completed
ORD-1609,CUST-904,3103.69,Completed
ORD-1610,CUST-827,167.2,Completed
ORD-1611,CUST-589,1126.52,Completed
ORD-1612,CUST-706,1834.81,Error_404
ORD-1613,CUST-846,3497.44,Error_404
ORD-1614,CUST-501,1269.69,Cancelled
ORD-1615,CUST-807,2282.91,Error_404
ORD-1616,CUST-636,4374.01,Cancelled
ORD-1617,CUST-941,2249.08,Pending
